timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
147.00;90.00;veh17;L14_2;81.39;0.00;0.02;CarB;85.39;-1.60
147.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
147.00;180.00;veh2;L15_0;32.94;0.00;13.81;CarA;92.00;53.46
147.00;90.00;veh4;L10_0;56.86;0.00;12.83;CarA;170.46;92.00
147.00;297.20;veh5;:6_6_0;22.38;0.00;8.75;CarA;93.62;103.77
147.00;0.00;veh7;L16_1;47.33;0.00;11.35;CarA;104.80;60.93
147.00;0.00;veh8;L16_0;57.01;0.00;11.58;CarA;108.00;70.61
147.00;270.00;veh9;D1_0;2.52;0.00;11.48;CarA;-102.68;108.00
148.00;180.00;veh1;L15_1;69.75;0.00;11.58;CarA;95.20;16.65
148.00;270.00;veh10;L13_0;77.83;0.00;14.29;CarA;8.57;8.00
148.00;90.00;veh11;L18_1;72.14;0.00;13.84;CarA;185.74;-4.80
148.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
148.00;180.00;veh13;L15_1;11.03;0.00;8.77;CarB;95.20;75.37
148.00;90.00;veh14;L12_0;81.64;0.00;6.64;CarB;85.64;92.00
148.00;90.00;veh15;L5_0;40.17;0.00;12.40;CarB;244.17;-8.00
148.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
148.00;90.00;veh17;L14_2;81.40;0.00;0.01;CarB;85.40;-1.60
148.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
148.00;180.00;veh2;L15_0;45.93;0.00;12.99;CarA;92.00;40.47
148.00;90.00;veh4;L10_0;70.90;0.00;14.05;CarA;184.50;92.00
148.00;276.75;veh5;L11_1;0.85;0.00;8.14;CarA;85.55;104.80
148.00;0.00;veh7;L16_1;59.10;0.00;11.77;CarA;104.80;72.70
148.00;0.00;veh8;L16_0;68.48;0.00;11.47;CarA;108.00;82.08
148.00;270.00;veh9;D1_0;13.27;0.00;10.74;CarA;-113.43;108.00
149.00;171.87;veh1;:3_1_0;6.62;0.00;9.68;CarA;96.14;7.04
149.00;270.00;veh10;L3_0;2.48;0.00;15.06;CarA;-6.48;8.00
149.00;90.00;veh11;:4_3_1;3.98;0.00;14.24;CarA;199.98;-4.80
149.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
149.00;180.00;veh13;L15_1;21.33;0.00;10.30;CarB;95.20;65.07
149.00;109.82;veh14;:6_8_0;5.67;0.00;6.43;CarB;91.19;89.61
149.00;90.00;veh15;L5_0;52.08;0.00;11.91;CarB;256.08;-8.00
149.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
149.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
149.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
149.00;180.00;veh2;L15_0;58.78;0.00;12.85;CarA;92.00;27.62
149.00;90.00;veh4;:5_3_0;2.09;0.00;13.59;CarA;198.09;92.00
149.00;270.00;veh5;L11_1;10.75;0.00;9.90;CarA;75.65;104.80
149.00;0.00;veh7;L16_1;71.41;0.00;12.30;CarA;104.80;85.01
149.00;2.82;veh8;:6_5_0;1.74;0.00;6.06;CarA;108.25;88.12
149.00;270.00;veh9;D1_0;24.31;0.00;11.05;CarA;-124.47;108.00
150.00;136.15;veh1;:3_1_0;17.13;0.00;10.51;CarA;101.77;-1.38
150.00;270.00;veh10;L3_0;16.81;0.00;14.33;CarA;-20.81;8.00
150.00;90.00;veh11;L5_1;9.02;0.00;13.04;CarA;213.02;-4.80
150.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
150.00;180.00;veh13;L15_1;33.06;0.00;11.72;CarB;95.20;53.34
150.00;167.68;veh14;L15_0;2.81;0.00;6.17;CarB;92.00;83.59
150.00;90.00;veh15;L5_0;64.82;0.00;12.74;CarB;268.82;-8.00
150.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
150.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
150.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
150.00;180.00;veh2;L15_0;70.17;0.00;11.40;CarA;92.00;16.23
150.00;90.00;veh4;L7_0;7.77;0.00;13.68;CarA;211.77;92.00
150.00;270.00;veh5;L11_1;21.55;0.00;10.80;CarA;64.85;104.80
150.00;351.87;veh7;:6_6_0;7.28;0.00;8.67;CarA;103.77;93.61
150.00;53.81;veh8;:6_5_0;7.68;0.00;5.94;CarA;112.26;91.81
150.00;270.00;veh9;D1_0;36.14;0.00;11.82;CarA;-136.30;108.00
151.00;98.13;veh1;:3_1_0;27.61;0.00;10.48;CarA;111.56;-4.51
151.00;270.00;veh10;L3_0;30.85;0.00;14.03;CarA;-34.85;8.00
151.00;90.00;veh11;L5_1;22.61;0.00;13.59;CarA;226.61;-4.80
151.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
151.00;180.00;veh13;L15_1;45.95;0.00;12.89;CarB;95.20;40.45
151.00;180.00;veh14;L15_0;10.73;0.00;7.92;CarB;92.00;75.67
151.00;90.00;veh15;L5_0;77.20;0.00;12.38;CarB;281.20;-8.00
151.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
151.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
151.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
151.00;190.87;veh2;:3_0_0;3.59;0.00;6.22;CarA;91.08;10.19
151.00;90.00;veh4;L7_0;21.89;0.00;14.12;CarA;225.89;92.00
151.00;270.00;veh5;L11_1;32.45;0.00;10.90;CarA;53.95;104.80
151.00;322.41;veh7;:6_6_0;16.03;0.00;8.75;CarA;99.17;100.82
151.00;89.04;veh8;L10_0;4.41;0.00;5.76;CarA;118.01;92.00
151.00;270.00;veh9;D1_0;47.07;0.00;10.93;CarA;-147.23;108.00
152.00;90.00;veh1;L18_1;8.34;0.00;10.40;CarA;121.94;-4.80
152.00;270.00;veh10;L3_0;45.99;0.00;15.14;CarA;-49.99;8.00
152.00;90.00;veh11;L5_1;35.98;0.00;13.37;CarA;239.98;-4.80
152.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
152.00;180.00;veh13;L15_1;60.42;0.00;14.47;CarB;95.20;25.98
152.00;180.00;veh14;L15_0;20.21;0.00;9.48;CarB;92.00;66.19
152.00;90.00;veh15;L5_0;89.58;0.00;12.37;CarB;293.58;-8.00
152.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
152.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
152.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
152.00;251.27;veh2;L13_0;0.30;0.00;5.74;CarA;86.10;8.00
152.00;90.00;veh4;L7_0;35.11;0.00;13.22;CarA;239.11;92.00
152.00;270.00;veh5;L11_1;42.95;0.00;10.50;CarA;43.45;104.80
152.00;282.06;veh7;:6_6_0;25.67;0.00;9.63;CarA;90.36;104.23
152.00;90.00;veh8;L10_0;12.91;0.00;8.50;CarA;126.51;92.00
152.00;270.00;veh9;D1_0;58.02;0.00;10.95;CarA;-158.18;108.00
153.00;90.00;veh1;L18_1;21.05;0.00;12.71;CarA;134.65;-4.80
153.00;270.00;veh10;L3_0;60.13;0.00;14.14;CarA;-64.13;8.00
153.00;90.00;veh11;L5_1;49.93;0.00;13.95;CarA;253.93;-4.80
153.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
153.00;179.60;veh13;:3_1_0;0.37;0.00;12.75;CarB;95.25;13.23
153.00;180.00;veh14;L15_0;31.65;0.00;11.44;CarB;92.00;54.75
153.00;90.00;veh15;D5_0;5.71;0.00;12.23;CarB;305.71;-8.00
153.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
153.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
153.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
153.00;270.00;veh2;L13_0;8.53;0.00;8.23;CarA;77.87;8.00
153.00;90.00;veh4;L7_0;49.15;0.00;14.04;CarA;253.15;92.00
153.00;270.00;veh5;L11_1;54.10;0.00;11.15;CarA;32.30;104.80
153.00;270.00;veh7;L11_1;5.49;0.00;9.49;CarA;80.91;104.80
153.00;90.00;veh8;L10_0;23.43;0.00;10.52;CarA;137.03;92.00
153.00;270.00;veh9;D1_0;69.75;0.00;11.73;CarA;-169.91;108.00
154.00;90.00;veh1;L18_1;33.50;0.00;12.44;CarA;147.10;-4.80
154.00;270.00;veh10;L3_0;74.58;0.00;14.45;CarA;-78.58;8.00
154.00;90.00;veh11;L5_1;64.09;0.00;14.16;CarA;268.09;-4.80
154.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
154.00;157.08;veh13;:3_1_0;12.98;0.00;12.61;CarB;98.84;1.40
154.00;180.00;veh14;L15_0;44.93;0.00;13.28;CarB;92.00;41.47
154.00;90.00;veh15;D5_0;17.80;0.00;12.10;CarB;317.80;-8.00
154.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
154.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
154.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
154.00;270.00;veh2;L13_0;18.47;0.00;9.93;CarA;67.93;8.00
154.00;90.00;veh4;L7_0;62.06;0.00;12.90;CarA;266.06;92.00
154.00;270.00;veh5;L11_1;64.27;0.00;10.17;CarA;22.13;104.80
154.00;270.00;veh7;L11_1;17.41;0.00;11.92;CarA;68.99;104.80
154.00;90.00;veh8;L10_0;36.25;0.00;12.82;CarA;149.85;92.00
154.00;270.00;veh9;D1_0;80.91;0.00;11.16;CarA;-181.07;108.00
155.00;90.00;veh1;L18_1;45.39;0.00;11.89;CarA;158.99;-4.80
155.00;270.00;veh10;L3_0;89.05;0.00;14.47;CarA;-93.05;8.00
155.00;90.00;veh11;L5_1;77.29;0.00;13.20;CarA;281.29;-4.80
155.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
155.00;110.30;veh13;:3_1_0;25.04;0.00;12.07;CarB;109.02;-4.15
155.00;180.00;veh14;L15_0;58.13;0.00;13.20;CarB;92.00;28.27
155.00;90.00;veh15;D5_0;30.56;0.00;12.75;CarB;330.56;-8.00
155.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
155.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
155.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
155.00;270.00;veh2;L13_0;30.72;0.00;12.26;CarA;55.68;8.00
155.00;90.00;veh4;L7_0;75.72;0.00;13.67;CarA;279.72;92.00
155.00;270.00;veh5;L11_1;74.65;0.00;10.38;CarA;11.75;104.80
155.00;270.00;veh7;L11_1;29.60;0.00;12.19;CarA;56.80;104.80
155.00;90.00;veh8;L10_0;48.91;0.00;12.66;CarA;162.51;92.00
155.00;270.00;veh9;D1_0;92.22;0.00;11.31;CarA;-192.38;108.00
156.00;90.00;veh1;L18_1;57.03;0.00;11.64;CarA;170.63;-4.80
156.00;270.00;veh10;D3_0;7.25;0.00;14.30;CarA;-107.25;8.00
156.00;90.00;veh11;L5_1;91.26;0.00;13.96;CarA;295.26;-4.80
156.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
156.00;90.00;veh13;L18_1;7.54;0.00;12.17;CarB;121.14;-4.80
156.00;180.00;veh14;L15_0;69.90;0.00;11.77;CarB;92.00;16.50
156.00;90.00;veh15;D5_0;43.18;0.00;12.62;CarB;343.18;-8.00
156.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
156.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
156.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
156.00;270.00;veh2;L13_0;43.75;0.00;13.02;CarA;42.65;8.00
156.00;90.00;veh4;L7_0;89.86;0.00;14.14;CarA;293.86;92.00
156.00;270.00;veh5;:1_0_1;3.20;0.00;10.95;CarA;0.80;104.80
156.00;270.00;veh7;L11_1;41.84;0.00;12.23;CarA;44.56;104.80
156.00;90.00;veh8;L10_0;60.59;0.00;11.68;CarA;174.19;92.00
157.00;90.00;veh1;L18_1;69.14;0.00;12.11;CarA;182.74;-4.80
157.00;270.00;veh10;D3_0;21.71;0.00;14.46;CarA;-121.71;8.00
157.00;90.00;veh11;D5_1;8.39;0.00;13.24;CarA;308.39;-4.80
157.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
157.00;90.00;veh13;L18_1;21.15;0.00;13.60;CarB;134.75;-4.80
157.00;184.27;veh14;:3_0_0;2.87;0.00;5.77;CarB;91.45;10.81
157.00;90.00;veh15;D5_0;55.87;0.00;12.69;CarB;355.87;-8.00
157.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
157.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
157.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
157.00;270.00;veh2;L13_0;56.78;0.00;13.03;CarA;29.62;8.00
157.00;90.00;veh4;D7_0;6.60;0.00;12.84;CarA;306.60;92.00
157.00;270.00;veh5;L1_1;6.74;0.00;11.54;CarA;-10.74;104.80
157.00;270.00;veh7;L11_1;53.02;0.00;11.19;CarA;33.38;104.80
157.00;90.00;veh8;L10_0;73.31;0.00;12.72;CarA;186.91;92.00
158.00;90.00;veh1;L18_1;80.80;0.00;11.66;CarA;194.40;-4.80
158.00;270.00;veh10;D3_0;35.88;0.00;14.17;CarA;-135.88;8.00
158.00;90.00;veh11;D5_1;22.56;0.00;14.17;CarA;322.56;-4.80
158.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
158.00;90.00;veh13;L18_1;36.55;0.00;15.40;CarB;150.15;-4.80
158.00;226.47;veh14;:3_0_0;8.41;0.00;5.54;CarB;87.02;8.09
158.00;90.00;veh15;D5_0;68.27;0.00;12.40;CarB;368.27;-8.00
158.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
158.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
158.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
158.00;270.00;veh2;L13_0;70.41;0.00;13.63;CarA;15.99;8.00
158.00;90.00;veh4;D7_0;20.03;0.00;13.43;CarA;320.03;92.00
158.00;270.00;veh5;L1_1;18.10;0.00;11.36;CarA;-22.10;104.80
158.00;270.00;veh7;L11_1;64.88;0.00;11.86;CarA;21.52;104.80
158.00;90.00;veh8;:5_3_0;2.91;0.00;11.99;CarA;198.91;92.00
159.00;90.00;veh1;L5_1;2.48;0.00;12.08;CarA;206.48;-4.80
159.00;270.00;veh10;D3_0;50.96;0.00;15.09;CarA;-150.96;8.00
159.00;90.00;veh11;D5_1;35.69;0.00;13.13;CarA;335.69;-4.80
159.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
159.00;90.00;veh13;L18_1;51.91;0.00;15.36;CarB;165.51;-4.80
159.00;266.66;veh14;L13_0;4.86;0.00;5.48;CarB;81.54;8.00
159.00;90.00;veh15;D5_0;80.26;0.00;11.99;CarB;380.26;-8.00
159.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
159.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
159.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
159.00;270.00;veh2;:2_0_0;1.83;0.00;13.83;CarA;2.17;8.00
159.00;90.00;veh4;D7_0;34.33;0.00;14.31;CarA;334.33;92.00
159.00;270.00;veh5;L1_1;29.15;0.00;11.05;CarA;-33.15;104.80
159.00;270.00;veh7;L11_1;76.13;0.00;11.25;CarA;10.27;104.80
159.00;90.00;veh8;L7_0;7.11;0.00;12.21;CarA;211.11;92.00
160.00;90.00;veh1;L5_1;14.39;0.00;11.91;CarA;218.39;-4.80
160.00;270.00;veh10;D3_0;65.66;0.00;14.69;CarA;-165.66;8.00
160.00;90.00;veh11;D5_1;48.74;0.00;13.04;CarA;348.74;-4.80
160.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
160.00;90.00;veh13;L18_1;66.72;0.00;14.80;CarB;180.32;-4.80
160.00;270.00;veh14;L13_0;12.17;0.00;7.31;CarB;74.23;8.00
160.00;90.00;veh15;D5_0;93.03;0.00;12.77;CarB;393.03;-8.00
160.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
160.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
160.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
160.00;270.00;veh2;L3_0;7.72;0.00;13.89;CarA;-11.72;8.00
160.00;90.00;veh4;D7_0;48.17;0.00;13.84;CarA;348.17;92.00
160.00;270.00;veh5;L1_1;39.30;0.00;10.15;CarA;-43.30;104.80
160.00;270.00;veh7;:1_0_1;4.80;0.00;11.06;CarA;-0.80;104.80
160.00;90.00;veh8;L7_0;18.86;0.00;11.74;CarA;222.86;92.00
161.00;90.00;veh1;L5_1;26.27;0.00;11.88;CarA;230.27;-4.80
161.00;270.00;veh10;D3_0;80.00;0.00;14.34;CarA;-180.00;8.00
161.00;90.00;veh11;D5_1;62.91;0.00;14.17;CarA;362.91;-4.80
161.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
161.00;90.00;veh13;L18_1;82.11;0.00;15.40;CarB;195.71;-4.80
161.00;270.00;veh14;L13_0;21.11;0.00;8.94;CarB;65.29;8.00
161.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
161.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
161.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
161.00;270.00;veh2;L3_0;21.36;0.00;13.64;CarA;-25.36;8.00
161.00;90.00;veh4;D7_0;61.33;0.00;13.15;CarA;361.33;92.00
161.00;270.00;veh5;L1_1;49.45;0.00;10.15;CarA;-53.45;104.80
161.00;270.00;veh7;L1_1;8.64;0.00;11.84;CarA;-12.64;104.80
161.00;90.00;veh8;L7_0;31.86;0.00;13.00;CarA;235.86;92.00
162.00;90.00;veh1;L5_1;39.27;0.00;13.00;CarA;243.27;-4.80
162.00;270.00;veh10;D3_0;94.13;0.00;14.13;CarA;-194.13;8.00
162.00;90.00;veh11;D5_1;76.02;0.00;13.11;CarA;376.02;-4.80
162.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
162.00;90.00;veh13;L5_1;7.27;0.00;15.56;CarB;211.27;-4.80
162.00;270.00;veh14;L13_0;31.37;0.00;10.26;CarB;55.03;8.00
162.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
162.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
162.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
162.00;270.00;veh2;L3_0;35.30;0.00;13.94;CarA;-39.30;8.00
162.00;90.00;veh4;D7_0;74.50;0.00;13.18;CarA;374.50;92.00
162.00;270.00;veh5;L1_1;60.36;0.00;10.90;CarA;-64.36;104.80
162.00;270.00;veh7;L1_1;20.48;0.00;11.84;CarA;-24.48;104.80
162.00;90.00;veh8;L7_0;43.99;0.00;12.13;CarA;247.99;92.00
163.00;90.00;veh1;L5_1;50.86;0.00;11.60;CarA;254.86;-4.80
163.00;90.00;veh11;D5_1;89.45;0.00;13.42;CarA;389.45;-4.80
163.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
163.00;90.00;veh13;L5_1;21.91;0.00;14.64;CarB;225.91;-4.80
163.00;270.00;veh14;L13_0;43.05;0.00;11.68;CarB;43.35;8.00
163.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
163.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
163.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
163.00;270.00;veh2;L3_0;48.03;0.00;12.72;CarA;-52.03;8.00
163.00;90.00;veh4;D7_0;87.79;0.00;13.28;CarA;387.79;92.00
163.00;270.00;veh5;L1_0;71.32;0.00;10.97;CarA;-75.32;108.00
163.00;270.00;veh7;L1_1;32.54;0.00;12.06;CarA;-36.54;104.80
163.00;90.00;veh8;L7_0;56.99;0.00;13.00;CarA;260.99;92.00
164.00;90.00;veh1;L5_1;62.74;0.00;11.88;CarA;266.74;-4.80
164.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
164.00;90.00;veh13;L5_1;36.48;0.00;14.57;CarB;240.48;-4.80
164.00;270.00;veh14;L13_0;56.49;0.00;13.44;CarB;29.91;8.00
164.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
164.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
164.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
164.00;270.00;veh2;L3_0;61.58;0.00;13.55;CarA;-65.58;8.00
164.00;270.00;veh5;L1_0;81.96;0.00;10.64;CarA;-85.96;108.00
164.00;270.00;veh7;L1_1;43.67;0.00;11.13;CarA;-47.67;104.80
164.00;90.00;veh8;L7_0;69.11;0.00;12.12;CarA;273.11;92.00
165.00;90.00;veh1;L5_1;75.00;0.00;12.26;CarA;279.00;-4.80
165.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
165.00;90.00;veh13;L5_1;49.98;0.00;13.50;CarB;253.98;-4.80
165.00;270.00;veh14;L13_0;69.43;0.00;12.94;CarB;16.97;8.00
165.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
165.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
165.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
165.00;270.00;veh2;L3_0;74.59;0.00;13.01;CarA;-78.59;8.00
165.00;270.00;veh5;L1_0;93.09;0.00;11.13;CarA;-97.09;108.00
165.00;270.00;veh7;L1_1;55.43;0.00;11.76;CarA;-59.43;104.80
165.00;90.00;veh8;L7_0;81.70;0.00;12.59;CarA;285.70;92.00
166.00;90.00;veh1;L5_1;87.67;0.00;12.67;CarA;291.67;-4.80
166.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
166.00;90.00;veh13;L5_1;63.42;0.00;13.44;CarB;267.42;-4.80
166.00;270.00;veh14;:2_0_0;0.21;0.00;13.19;CarB;3.79;8.00
166.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
166.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
166.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
166.00;270.00;veh2;L3_0;88.55;0.00;13.97;CarA;-92.55;8.00
166.00;270.00;veh5;D1_0;7.59;0.00;10.66;CarA;-107.75;108.00
166.00;270.00;veh7;L1_1;66.67;0.00;11.23;CarA;-70.67;104.80
166.00;90.00;veh8;L7_0;94.22;0.00;12.52;CarA;298.22;92.00
167.00;90.00;veh1;D5_1;3.23;0.00;11.66;CarA;303.23;-4.80
167.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
167.00;90.00;veh13;L5_1;77.36;0.00;13.94;CarB;281.36;-4.80
167.00;270.00;veh14;L3_0;5.24;0.00;13.03;CarB;-9.24;8.00
167.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
167.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
167.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
167.00;270.00;veh2;D3_0;5.72;0.00;13.27;CarA;-105.72;8.00
167.00;270.00;veh5;D1_0;18.80;0.00;11.21;CarA;-118.96;108.00
167.00;270.00;veh7;L1_1;78.18;0.00;11.51;CarA;-82.18;104.80
167.00;90.00;veh8;D7_0;10.43;0.00;12.31;CarA;310.43;92.00
168.00;90.00;veh1;D5_1;16.20;0.00;12.97;CarA;316.20;-4.80
168.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
168.00;90.00;veh13;L5_1;89.29;0.00;11.93;CarB;293.29;-4.80
168.00;270.00;veh14;L3_0;18.70;0.00;13.46;CarB;-22.70;8.00
168.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
168.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
168.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
168.00;270.00;veh2;D3_0;19.28;0.00;13.56;CarA;-119.28;8.00
168.00;270.00;veh5;D1_0;29.89;0.00;11.09;CarA;-130.05;108.00
168.00;270.00;veh7;L1_1;89.11;0.00;10.93;CarA;-93.11;104.80
168.00;90.00;veh8;D7_0;22.03;0.00;11.60;CarA;322.03;92.00
169.00;90.00;veh1;D5_1;28.96;0.00;12.76;CarA;328.96;-4.80
169.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
169.00;90.00;veh13;D5_1;6.08;0.00;12.89;CarB;306.08;-4.80
169.00;270.00;veh14;L3_0;31.84;0.00;13.13;CarB;-35.84;8.00
169.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
169.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
169.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
169.00;270.00;veh2;D3_0;32.86;0.00;13.58;CarA;-132.86;8.00
169.00;270.00;veh5;D1_0;40.86;0.00;10.97;CarA;-141.02;108.00
169.00;270.00;veh7;D1_1;4.08;0.00;11.12;CarA;-104.24;104.80
169.00;90.00;veh8;D7_0;34.24;0.00;12.20;CarA;334.24;92.00
170.00;90.00;veh1;D5_1;41.01;0.00;12.05;CarA;341.01;-4.80
170.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
170.00;90.00;veh13;D5_1;19.38;0.00;13.30;CarB;319.38;-4.80
170.00;270.00;veh14;L3_0;44.66;0.00;12.83;CarB;-48.66;8.00
170.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
170.00;90.00;veh17;L14_2;81.40;0.00;0.00;CarB;85.40;-1.60
170.00;270.00;veh18;L17_1;81.40;0.00;0.00;CarB;114.60;4.80
170.00;270.00;veh2;D3_0;46.79;0.00;13.93;CarA;-146.79;8.00
170.00;270.00;veh5;D1_0;51.07;0.00;10.21;CarA;-151.23;108.00
170.00;270.00;veh7;D1_1;15.80;0.00;11.72;CarA;-115.96;104.80
170.00;90.00;veh8;D7_0;46.66;0.00;12.42;CarA;346.66;92.00
171.00;90.00;veh1;D5_1;53.06;0.00;12.05;CarA;353.06;-4.80
171.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
171.00;90.00;veh13;D5_1;31.56;0.00;12.17;CarB;331.56;-4.80
171.00;270.00;veh14;L3_0;57.61;0.00;12.94;CarB;-61.61;8.00
171.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
