timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
129.00;270.00;veh18;L17_1;8.56;0.00;12.58;CarB;187.44;4.80
129.00;90.00;veh2;L12_0;65.99;0.00;11.05;CarA;69.99;92.00
129.00;90.00;veh3;L18_0;70.92;0.00;14.43;CarA;184.52;-8.00
129.00;35.16;veh4;:3_15_0;7.33;0.00;7.88;CarA;105.88;4.45
129.00;90.00;veh5;L14_1;27.69;0.00;11.14;CarA;31.69;-4.80
129.00;270.00;veh6;L13_0;55.02;0.00;14.18;CarA;31.38;8.00
129.00;270.00;veh7;L17_1;75.32;0.00;10.45;CarA;120.68;4.80
129.00;270.00;veh8;L17_0;57.23;0.00;13.00;CarA;138.77;8.00
129.00;270.00;veh9;:6_0_0;15.77;0.00;11.27;CarA;97.87;108.00
130.00;90.00;veh0;L10_0;74.02;0.00;13.51;CarA;187.62;92.00
130.00;90.00;veh1;L12_0;81.20;0.00;0.59;CarA;85.20;92.00
130.00;180.00;veh10;L15_0;10.17;0.00;10.91;CarA;92.00;76.23
130.00;270.00;veh11;L9_1;81.37;0.00;11.94;CarA;114.63;104.80
130.00;90.00;veh12;L12_1;37.06;0.00;13.95;CarB;41.06;95.20
130.00;91.06;veh13;:1_3_0;0.66;0.00;14.81;CarB;-3.31;95.06
130.00;90.00;veh14;L2_0;28.58;0.00;12.95;CarB;-71.27;95.20
130.00;90.00;veh15;L14_0;18.62;0.00;12.18;CarB;22.62;-8.00
130.00;90.00;veh16;L4_1;70.14;0.00;11.91;CarB;-29.86;-1.60
130.00;90.00;veh17;L4_1;29.28;0.00;12.69;CarB;-70.72;-1.60
130.00;270.00;veh18;L17_1;21.29;0.00;12.73;CarB;174.71;4.80
130.00;90.00;veh2;L12_0;72.02;0.00;6.03;CarA;76.02;92.00
130.00;90.00;veh3;:4_3_0;2.31;0.00;13.78;CarA;198.31;-8.00
130.00;8.76;veh4;L16_0;0.40;0.00;9.91;CarA;108.00;14.00
130.00;90.00;veh5;L14_1;38.23;0.00;10.54;CarA;42.23;-4.80
130.00;270.00;veh6;L13_0;68.22;0.00;13.19;CarA;18.18;8.00
130.00;270.00;veh7;L17_1;80.89;0.00;5.57;CarA;115.11;4.80
130.00;270.00;veh8;L17_0;69.36;0.00;12.13;CarA;126.64;8.00
130.00;270.00;veh9;:6_0_0;26.52;0.00;10.74;CarA;87.16;108.00
131.00;90.00;veh0;:5_3_0;4.96;0.00;13.34;CarA;200.96;92.00
131.00;90.00;veh1;L12_0;81.37;0.00;0.18;CarA;85.37;92.00
131.00;180.00;veh10;L15_0;23.81;0.00;13.63;CarA;92.00;62.59
131.00;255.92;veh11;:6_3_0;9.45;0.00;10.48;CarA;104.42;102.97
131.00;90.00;veh12;L12_1;50.78;0.00;13.72;CarB;54.78;95.20
131.00;90.45;veh13;L12_0;7.22;0.00;14.83;CarB;11.22;92.00
131.00;90.00;veh14;L2_0;42.03;0.00;13.46;CarB;-57.82;95.20
131.00;90.00;veh15;L14_0;31.36;0.00;12.74;CarB;35.36;-8.00
131.00;90.00;veh16;L4_1;81.63;0.00;11.49;CarB;-18.37;-1.60
131.00;90.00;veh17;L4_1;41.51;0.00;12.23;CarB;-58.49;-1.60
131.00;270.00;veh18;L17_1;33.92;0.00;12.63;CarB;162.08;4.80
131.00;90.00;veh2;L12_0;73.14;0.00;1.12;CarA;77.14;92.00
131.00;90.00;veh3;L5_0;8.86;0.00;14.56;CarA;212.86;-8.00
131.00;0.00;veh4;L16_0;12.45;0.00;12.05;CarA;108.00;26.05
131.00;90.00;veh5;L14_1;48.90;0.00;10.67;CarA;52.90;-4.80
131.00;270.00;veh6;L13_0;82.06;0.00;13.85;CarA;4.34;8.00
131.00;270.00;veh7;L17_1;81.40;0.00;0.50;CarA;114.60;4.80
131.00;270.00;veh8;L17_0;77.92;0.00;8.56;CarA;118.08;8.00
131.00;270.00;veh9;L11_0;10.42;0.00;11.19;CarA;75.98;108.00
132.00;90.00;veh0;L7_0;11.53;0.00;14.57;CarA;215.53;92.00
132.00;90.00;veh1;L12_0;81.39;0.00;0.02;CarA;85.39;92.00
132.00;180.00;veh10;L15_0;37.53;0.00;13.72;CarA;92.00;48.87
132.00;210.96;veh11;:6_12_0;7.08;0.00;10.99;CarA;96.92;95.39
132.00;90.00;veh12;L12_1;64.81;0.00;14.03;CarB;68.81;95.20
132.00;90.00;veh13;L12_0;22.50;0.00;15.28;CarB;26.50;92.00
132.00;90.00;veh14;L2_0;55.07;0.00;13.04;CarB;-44.78;95.20
132.00;90.00;veh15;L14_0;43.92;0.00;12.57;CarB;47.92;-8.00
132.00;90.00;veh16;L4_1;93.14;0.00;11.50;CarB;-6.86;-1.60
132.00;90.00;veh17;L4_1;54.23;0.00;12.72;CarB;-45.77;-1.60
132.00;270.00;veh18;L17_1;46.09;0.00;12.17;CarB;149.91;4.80
132.00;90.00;veh2;L12_0;73.77;0.00;0.62;CarA;77.77;92.00
132.00;90.00;veh3;L5_0;22.56;0.00;13.69;CarA;226.56;-8.00
132.00;0.00;veh4;L16_0;25.46;0.00;13.01;CarA;108.00;39.06
132.00;90.00;veh5;L14_1;59.88;0.00;10.99;CarA;63.88;-4.80
132.00;270.00;veh6;L3_0;6.06;0.00;14.40;CarA;-10.06;8.00
132.00;270.00;veh7;L17_1;81.40;0.00;0.00;CarA;114.60;4.80
132.00;270.00;veh8;L17_0;80.48;0.00;2.56;CarA;115.52;8.00
132.00;270.00;veh9;L11_0;21.49;0.00;11.07;CarA;64.91;108.00
133.00;90.00;veh0;L7_0;24.97;0.00;13.45;CarA;228.97;92.00
133.00;90.00;veh1;L12_0;81.40;0.00;0.00;CarA;85.40;92.00
133.00;180.00;veh10;L15_0;51.55;0.00;14.02;CarA;92.00;34.85
133.00;185.40;veh11;L15_1;1.68;0.00;10.91;CarA;95.20;84.72
133.00;90.00;veh12;L12_1;75.81;0.00;11.00;CarB;79.81;95.20
133.00;90.00;veh13;L12_0;37.29;0.00;14.80;CarB;41.29;92.00
133.00;90.00;veh14;L2_0;68.83;0.00;13.76;CarB;-31.02;95.20
133.00;90.00;veh15;L14_0;56.25;0.00;12.33;CarB;60.25;-8.00
133.00;113.21;veh16;L14_1;0.03;0.00;11.43;CarB;4.03;-4.80
133.00;90.00;veh17;L4_1;66.90;0.00;12.68;CarB;-33.10;-1.60
133.00;270.00;veh18;L17_1;58.33;0.00;12.24;CarB;137.67;4.80
133.00;90.00;veh2;L12_0;73.85;0.00;0.08;CarA;77.85;92.00
133.00;90.00;veh3;L5_0;37.59;0.00;15.04;CarA;241.59;-8.00
133.00;0.00;veh4;L16_0;39.63;0.00;14.18;CarA;108.00;53.23
133.00;90.00;veh5;L14_1;70.06;0.00;10.18;CarA;74.06;-4.80
133.00;270.00;veh6;L3_0;19.25;0.00;13.19;CarA;-23.25;8.00
133.00;270.00;veh7;L17_1;81.40;0.00;0.00;CarA;114.60;4.80
133.00;270.00;veh8;L17_0;80.96;0.00;0.49;CarA;115.04;8.00
133.00;270.00;veh9;L11_0;32.64;0.00;11.14;CarA;53.76;108.00
134.00;90.00;veh0;L7_0;39.02;0.00;14.04;CarA;243.02;92.00
134.00;90.00;veh1;L12_0;81.40;0.00;0.00;CarA;85.40;92.00
134.00;180.00;veh10;L15_0;63.29;0.00;11.74;CarA;92.00;23.11
134.00;180.00;veh11;L15_1;15.54;0.00;13.86;CarA;95.20;70.86
134.00;90.00;veh12;L12_1;80.82;0.00;5.00;CarB;84.82;95.20
134.00;90.00;veh13;L12_0;52.57;0.00;15.28;CarB;56.57;92.00
134.00;90.00;veh14;L2_0;81.70;0.00;12.87;CarB;-18.15;95.20
134.00;90.00;veh15;L14_0;68.55;0.00;12.30;CarB;72.55;-8.00
134.00;90.00;veh16;L14_1;12.13;0.00;12.10;CarB;16.13;-4.80
134.00;90.00;veh17;L4_1;79.81;0.00;12.90;CarB;-20.19;-1.60
134.00;270.00;veh18;L17_2;68.59;0.00;10.26;CarB;127.41;1.60
134.00;90.00;veh2;L12_0;73.88;0.00;0.03;CarA;77.88;92.00
134.00;90.00;veh3;L5_0;52.14;0.00;14.55;CarA;256.14;-8.00
134.00;0.00;veh4;L16_0;53.14;0.00;13.51;CarA;108.00;66.74
134.00;90.00;veh5;L14_1;81.09;0.00;11.03;CarA;85.09;-4.80
134.00;270.00;veh6;L3_0;32.71;0.00;13.46;CarA;-36.71;8.00
134.00;270.00;veh7;L17_1;81.40;0.00;0.00;CarA;114.60;4.80
134.00;270.00;veh8;L17_0;81.40;0.00;0.43;CarA;114.60;8.00
134.00;270.00;veh9;L11_0;44.34;0.00;11.70;CarA;42.06;108.00
135.00;90.00;veh0;L7_0;52.45;0.00;13.43;CarA;256.45;92.00
135.00;90.00;veh1;L12_0;81.40;0.00;0.00;CarA;85.40;92.00
135.00;180.00;veh10;L15_0;69.55;0.00;6.26;CarA;92.00;16.85
135.00;180.00;veh11;L15_1;29.34;0.00;13.80;CarA;95.20;57.06
135.00;90.00;veh12;L12_1;81.39;0.00;0.57;CarB;85.39;95.20
135.00;90.00;veh13;L12_0;62.40;0.00;9.82;CarB;66.40;92.00
135.00;90.00;veh14;L2_0;94.63;0.00;12.93;CarB;-5.22;95.20
135.00;90.00;veh15;L14_0;80.54;0.00;11.99;CarB;84.54;-8.00
135.00;90.00;veh16;L14_1;23.36;0.00;11.22;CarB;27.36;-4.80
135.00;90.00;veh17;L4_1;92.01;0.00;12.20;CarB;-7.99;-1.60
135.00;270.00;veh18;L17_2;77.82;0.00;9.23;CarB;118.18;1.60
135.00;90.00;veh2;L12_0;73.89;0.00;0.01;CarA;77.89;92.00
135.00;90.00;veh3;L5_0;66.98;0.00;14.84;CarA;270.98;-8.00
135.00;0.00;veh4;L16_0;65.35;0.00;12.21;CarA;108.00;78.95
135.00;81.87;veh5;:3_12_1;7.85;0.00;9.16;CarA;94.17;-3.69
135.00;270.00;veh6;L3_0;47.16;0.00;14.46;CarA;-51.16;8.00
135.00;270.00;veh7;L17_1;81.40;0.00;0.00;CarA;114.60;4.80
135.00;270.00;veh8;L17_0;81.40;0.00;0.00;CarA;114.60;8.00
135.00;270.00;veh9;L11_0;55.30;0.00;10.96;CarA;31.10;108.00
136.00;90.00;veh0;L7_0;65.79;0.00;13.34;CarA;269.79;92.00
136.00;90.00;veh1;L12_0;81.40;0.00;0.00;CarA;85.40;92.00
136.00;180.00;veh10;L15_0;71.51;0.00;1.97;CarA;92.00;14.89
136.00;180.00;veh11;L15_1;43.38;0.00;14.04;CarA;95.20;43.02
136.00;90.00;veh12;L12_1;81.40;0.00;0.01;CarB;85.40;95.20
136.00;90.00;veh13;L12_0;66.25;0.00;3.85;CarB;70.25;92.00
136.00;101.86;veh14;L12_0;3.45;0.00;12.94;CarB;7.45;92.00
136.00;90.00;veh15;:3_9_0;10.67;0.00;12.54;CarB;97.04;-8.00
136.00;90.00;veh16;L14_1;35.05;0.00;11.69;CarB;39.05;-4.80
136.00;113.26;veh17;:2_3_1;8.22;0.00;12.21;CarB;3.68;-4.73
136.00;270.00;veh18;L17_2;81.05;0.00;3.23;CarB;114.95;1.60
136.00;90.00;veh2;L12_0;73.90;0.00;0.00;CarA;77.90;92.00
136.00;90.00;veh3;L5_0;81.37;0.00;14.39;CarA;285.37;-8.00
136.00;0.00;veh4;L16_0;71.56;0.00;6.21;CarA;108.00;85.16
136.00;49.00;veh5;:3_16_0;3.27;0.00;8.78;CarA;101.12;1.34
136.00;270.00;veh6;L3_0;60.95;0.00;13.79;CarA;-64.95;8.00
136.00;270.00;veh7;L17_1;81.40;0.00;0.00;CarA;114.60;4.80
136.00;270.00;veh8;L17_0;81.40;0.00;0.00;CarA;114.60;8.00
136.00;270.00;veh9;L11_0;66.30;0.00;10.99;CarA;20.10;108.00
137.00;90.00;veh0;L7_0;80.12;0.00;14.33;CarA;284.12;92.00
137.00;90.00;veh1;L12_0;81.40;0.00;0.00;CarA;85.40;92.00
137.00;180.00;veh10;L15_0;71.74;0.00;0.23;CarA;92.00;14.66
137.00;180.00;veh11;L15_1;57.13;0.00;13.74;CarA;95.20;29.27
137.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
137.00;90.00;veh13;L12_0;66.39;0.00;0.14;CarB;70.39;92.00
137.00;90.00;veh14;L12_0;16.94;0.00;13.50;CarB;20.94;92.00
137.00;90.00;veh15;:3_9_0;23.02;0.00;12.35;CarB;109.36;-8.00
137.00;90.00;veh16;L14_1;46.94;0.00;11.89;CarB;50.94;-4.80
137.00;90.00;veh17;L14_1;12.19;0.00;12.50;CarB;16.19;-4.80
137.00;270.00;veh18;L17_2;81.33;0.00;0.28;CarB;114.67;1.60
137.00;90.00;veh2;L12_0;73.90;0.00;0.00;CarA;77.90;92.00
137.00;90.00;veh3;D5_0;0.10;0.00;14.83;CarA;300.10;-8.00
137.00;0.00;veh4;L16_0;71.78;0.00;0.21;CarA;108.00;85.38
137.00;13.42;veh5;:3_16_0;12.01;0.00;8.74;CarA;104.19;9.34
137.00;270.00;veh6;L3_0;74.59;0.00;13.64;CarA;-78.59;8.00
137.00;270.00;veh7;L17_1;81.40;0.00;0.00;CarA;114.60;4.80
137.00;270.00;veh8;L17_0;81.40;0.00;0.00;CarA;114.60;8.00
137.00;270.00;veh9;L11_0;77.39;0.00;11.09;CarA;9.01;108.00
138.00;90.00;veh0;L7_0;94.47;0.00;14.35;CarA;298.47;92.00
138.00;90.00;veh1;L12_0;81.40;0.00;0.00;CarA;85.40;92.00
138.00;180.00;veh10;L15_0;71.79;0.00;0.05;CarA;92.00;14.61
138.00;180.00;veh11;L15_1;66.68;0.00;9.55;CarA;95.20;19.72
138.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
138.00;90.00;veh13;L12_0;66.39;0.00;0.01;CarB;70.39;92.00
138.00;90.00;veh14;L12_0;30.32;0.00;13.38;CarB;34.32;92.00
138.00;90.00;veh15;L18_0;8.42;0.00;12.67;CarB;122.02;-8.00
138.00;90.00;veh16;L14_1;58.94;0.00;12.00;CarB;62.94;-4.80
138.00;90.00;veh17;L14_1;24.72;0.00;12.53;CarB;28.72;-4.80
138.00;270.00;veh18;L17_2;81.37;0.00;0.04;CarB;114.63;1.60
138.00;90.00;veh2;L12_0;73.90;0.00;0.00;CarA;77.90;92.00
138.00;90.00;veh3;D5_0;14.92;0.00;14.82;CarA;314.92;-8.00
138.00;0.00;veh4;L16_0;71.80;0.00;0.02;CarA;108.00;85.40
138.00;1.96;veh5;L16_1;3.79;0.00;8.10;CarA;104.80;17.39
138.00;270.00;veh6;L3_0;89.06;0.00;14.46;CarA;-93.06;8.00
138.00;270.00;veh7;L17_1;81.40;0.00;0.00;CarA;114.60;4.80
138.00;270.00;veh8;L17_0;81.40;0.00;0.00;CarA;114.60;8.00
138.00;270.00;veh9;:1_0_0;6.78;0.00;11.79;CarA;-2.78;108.00
139.00;90.00;veh0;D7_0;12.61;0.00;14.24;CarA;312.61;92.00
139.00;90.00;veh1;L12_0;81.40;0.00;0.00;CarA;85.40;92.00
139.00;180.00;veh10;L15_0;71.80;0.00;0.01;CarA;92.00;14.60
139.00;180.00;veh11;L15_1;70.89;0.00;4.21;CarA;95.20;15.51
139.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
139.00;90.00;veh13;L12_0;66.40;0.00;0.00;CarB;70.40;92.00
139.00;90.00;veh14;L12_0;43.99;0.00;13.67;CarB;47.99;92.00
139.00;90.00;veh15;L18_0;20.72;0.00;12.30;CarB;134.32;-8.00
139.00;90.00;veh16;L14_1;71.05;0.00;12.10;CarB;75.05;-4.80
139.00;90.00;veh17;L14_1;37.37;0.00;12.65;CarB;41.37;-4.80
139.00;270.00;veh18;L17_2;81.39;0.00;0.02;CarB;114.61;1.60
139.00;90.00;veh2;L12_0;73.90;0.00;0.00;CarA;77.90;92.00
139.00;90.00;veh3;D5_0;28.64;0.00;13.72;CarA;328.64;-8.00
139.00;0.00;veh4;L16_0;71.80;0.00;0.00;CarA;108.00;85.40
139.00;0.00;veh5;L16_1;14.31;0.00;10.52;CarA;104.80;27.91
139.00;270.00;veh6;D3_0;7.11;0.00;14.15;CarA;-107.11;8.00
139.00;270.00;veh7;L17_1;81.40;0.00;0.00;CarA;114.60;4.80
139.00;270.00;veh8;L17_0;81.40;0.00;0.00;CarA;114.60;8.00
139.00;270.00;veh9;L1_0;9.56;0.00;10.79;CarA;-13.56;108.00
140.00;90.00;veh0;D7_0;27.19;0.00;14.58;CarA;327.19;92.00
140.00;92.02;veh1;:6_8_0;1.25;0.00;2.25;CarA;87.63;91.82
140.00;182.09;veh10;:3_0_0;1.29;0.00;2.29;CarA;91.82;12.33
140.00;172.94;veh11;:3_1_0;4.34;0.00;6.25;CarA;95.81;9.30
140.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
140.00;90.00;veh13;L12_0;66.40;0.00;0.00;CarB;70.40;92.00
140.00;90.00;veh14;L12_0;53.18;0.00;9.19;CarB;57.18;92.00
140.00;90.00;veh15;L18_0;32.94;0.00;12.22;CarB;146.54;-8.00
140.00;90.00;veh16;L14_1;78.48;0.00;7.43;CarB;82.48;-4.80
140.00;90.00;veh17;L14_1;49.83;0.00;12.46;CarB;53.83;-4.80
140.00;270.00;veh18;L17_2;81.40;0.00;0.01;CarB;114.60;1.60
140.00;90.00;veh2;L12_0;73.90;0.00;0.00;CarA;77.90;92.00
140.00;90.00;veh3;D5_0;43.48;0.00;14.84;CarA;343.48;-8.00
140.00;1.81;veh4;:6_5_0;1.11;0.00;2.12;CarA;108.16;87.50
140.00;0.00;veh5;L16_1;24.71;0.00;10.41;CarA;104.80;38.31
140.00;270.00;veh6;D3_0;20.23;0.00;13.12;CarA;-120.23;8.00
140.00;272.96;veh7;:3_3_1;1.82;0.00;2.82;CarA;111.79;5.06
140.00;271.81;veh8;:3_3_0;1.11;0.00;2.12;CarA;112.50;8.16
140.00;270.00;veh9;L1_0;20.21;0.00;10.65;CarA;-24.21;108.00
141.00;90.00;veh0;D7_0;41.17;0.00;13.98;CarA;341.17;92.00
141.00;127.44;veh1;:6_8_0;6.47;0.00;5.23;CarA;91.61;88.92
141.00;203.42;veh10;:3_0_0;5.12;0.00;3.83;CarA;90.08;9.09
141.00;151.38;veh11;:3_1_0;12.61;0.00;8.27;CarA;98.65;1.71
141.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
141.00;90.00;veh13;L12_0;66.40;0.00;0.00;CarB;70.40;92.00
141.00;90.00;veh14;L12_0;56.38;0.00;3.19;CarB;60.38;92.00
141.00;90.00;veh15;L18_0;45.39;0.00;12.45;CarB;158.99;-8.00
141.00;90.00;veh16;L14_1;80.56;0.00;2.08;CarB;84.56;-4.80
141.00;90.00;veh17;L14_2;62.30;0.00;12.46;CarB;66.30;-1.60
141.00;270.00;veh18;L17_2;81.40;0.00;0.00;CarB;114.60;1.60
141.00;90.00;veh2;L12_0;75.77;0.00;1.87;CarA;79.77;92.00
141.00;90.00;veh3;D5_0;57.97;0.00;14.49;CarA;357.97;-8.00
141.00;29.40;veh4;:6_5_0;5.70;0.00;4.59;CarA;110.42;91.21
141.00;0.00;veh5;L16_1;35.97;0.00;11.25;CarA;104.80;49.57
141.00;270.00;veh6;D3_0;34.66;0.00;14.43;CarA;-134.66;8.00
141.00;288.97;veh7;:3_3_1;6.26;0.00;4.44;CarA;107.71;6.57
141.00;297.90;veh8;:3_3_0;5.56;0.00;4.44;CarA;108.86;10.29
141.00;270.00;veh9;L1_0;31.63;0.00;11.42;CarA;-35.63;108.00
142.00;90.00;veh0;D7_0;55.70;0.00;14.53;CarA;355.70;92.00
142.00;145.58;veh1;L15_1;3.47;0.00;6.03;CarA;95.20;82.93
142.00;264.62;veh10;L13_0;2.30;0.00;6.21;CarA;84.10;8.00
142.00;116.34;veh11;:3_1_0;22.57;0.00;9.96;CarA;106.57;-3.80
142.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
142.00;90.00;veh13;L12_0;67.59;0.00;1.20;CarB;71.59;92.00
142.00;90.00;veh14;L12_0;56.39;0.00;0.02;CarB;60.39;92.00
142.00;90.00;veh15;L18_0;57.71;0.00;12.32;CarB;171.31;-8.00
142.00;90.00;veh16;L14_1;81.02;0.00;0.46;CarB;85.02;-4.80
142.00;90.00;veh17;L14_2;73.75;0.00;11.45;CarB;77.75;-1.60
142.00;270.00;veh18;L17_2;81.40;0.00;0.00;CarB;114.60;1.60
142.00;90.00;veh2;L12_0;79.38;0.00;3.61;CarA;83.38;92.00
142.00;90.00;veh3;D5_0;72.08;0.00;14.11;CarA;372.08;-8.00
142.00;83.71;veh4;L10_0;2.15;0.00;5.48;CarA;115.75;92.00
142.00;0.00;veh5;L16_1;47.12;0.00;11.15;CarA;104.80;60.72
142.00;270.00;veh6;D3_0;48.89;0.00;14.24;CarA;-148.89;8.00
142.00;339.29;veh7;:3_3_1;12.55;0.00;6.29;CarA;105.03;11.98
142.00;353.89;veh8;L16_0;2.18;0.00;5.65;CarA;108.00;15.78
142.00;270.00;veh9;L1_0;43.36;0.00;11.73;CarA;-47.36;108.00
143.00;90.00;veh0;D7_0;69.06;0.00;13.36;CarA;369.06;92.00
143.00;180.00;veh1;L15_1;11.24;0.00;7.77;CarA;95.20;75.16
143.00;270.00;veh10;L13_0;10.92;0.00;8.61;CarA;75.48;8.00
143.00;91.31;veh11;L18_1;4.20;0.00;11.30;CarA;117.80;-4.80
143.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
143.00;90.00;veh13;L12_0;69.85;0.00;2.26;CarB;73.85;92.00
143.00;90.00;veh14;L12_0;57.15;0.00;0.76;CarB;61.15;92.00
143.00;90.00;veh15;L18_0;70.02;0.00;12.30;CarB;183.62;-8.00
143.00;90.00;veh16;L14_1;81.38;0.00;0.36;CarB;85.38;-4.80
143.00;90.00;veh17;L14_2;79.82;0.00;6.08;CarB;83.82;-1.60
143.00;270.00;veh18;L17_2;81.40;0.00;0.00;CarB;114.60;1.60
143.00;96.44;veh2;:6_8_0;2.87;0.00;5.90;CarA;89.19;91.45
143.00;90.00;veh3;D5_0;87.07;0.00;14.99;CarA;387.07;-8.00
143.00;90.00;veh4;L10_0;9.25;0.00;7.10;CarA;122.85;92.00
143.00;0.00;veh5;L16_1;57.77;0.00;10.65;CarA;104.80;71.37
143.00;270.00;veh6;D3_0;62.97;0.00;14.08;CarA;-162.97;8.00
143.00;0.00;veh7;L16_1;5.10;0.00;6.75;CarA;104.80;18.70
143.00;0.00;veh8;L16_0;10.62;0.00;8.44;CarA;108.00;24.22
143.00;270.00;veh9;L1_0;54.54;0.00;11.18;CarA;-58.54;108.00
144.00;90.00;veh0;D7_0;82.42;0.00;13.36;CarA;382.42;92.00
144.00;180.00;veh1;L15_1;21.49;0.00;10.25;CarA;95.20;64.91
144.00;270.00;veh10;L13_0;21.31;0.00;10.39;CarA;65.09;8.00
144.00;90.00;veh11;L18_1;16.97;0.00;12.78;CarA;130.57;-4.80
144.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
144.00;90.00;veh13;L12_0;74.05;0.00;4.20;CarB;78.05;92.00
144.00;90.00;veh14;L12_0;59.38;0.00;2.23;CarB;63.38;92.00
144.00;90.00;veh15;L18_0;81.91;0.00;11.90;CarB;195.51;-8.00
144.00;90.00;veh16;L14_1;81.39;0.00;0.01;CarB;85.39;-4.80
144.00;90.00;veh17;L14_2;81.00;0.00;1.18;CarB;85.00;-1.60
144.00;270.00;veh18;L17_2;81.40;0.00;0.00;CarB;114.60;1.60
144.00;161.49;veh2;L15_0;0.32;0.00;6.48;CarA;92.00;86.08
144.00;90.00;veh4;L10_0;18.80;0.00;9.55;CarA;132.40;92.00
144.00;0.00;veh5;L16_1;69.19;0.00;11.42;CarA;104.80;82.79
144.00;270.00;veh6;D3_0;76.08;0.00;13.10;CarA;-176.08;8.00
144.00;0.00;veh7;L16_1;13.50;0.00;8.39;CarA;104.80;27.10
144.00;0.00;veh8;L16_0;20.80;0.00;10.18;CarA;108.00;34.40
144.00;270.00;veh9;L1_0;65.44;0.00;10.90;CarA;-69.44;108.00
145.00;90.00;veh0;D7_0;95.87;0.00;13.45;CarA;395.87;92.00
145.00;180.00;veh1;L15_1;33.68;0.00;12.19;CarA;95.20;52.72
145.00;270.00;veh10;L13_0;34.68;0.00;13.38;CarA;51.72;8.00
145.00;90.00;veh11;L18_1;31.11;0.00;14.14;CarA;144.71;-4.80
145.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
145.00;90.00;veh13;L12_0;79.46;0.00;5.42;CarB;83.46;92.00
145.00;90.00;veh14;L12_0;63.26;0.00;3.88;CarB;67.26;92.00
145.00;90.00;veh15;L5_0;3.85;0.00;12.33;CarB;207.85;-8.00
145.00;90.00;veh16;L14_1;81.40;0.00;0.01;CarB;85.40;-4.80
145.00;90.00;veh17;L14_2;81.33;0.00;0.32;CarB;85.33;-1.60
145.00;270.00;veh18;L17_2;81.40;0.00;0.00;CarB;114.60;1.60
145.00;180.00;veh2;L15_0;8.30;0.00;7.98;CarA;92.00;78.10
145.00;90.00;veh4;L10_0;30.83;0.00;12.04;CarA;144.43;92.00
145.00;351.87;veh5;:6_6_0;5.36;0.00;8.96;CarA;104.04;91.70
145.00;270.00;veh6;D3_0;90.30;0.00;14.22;CarA;-190.30;8.00
145.00;0.00;veh7;L16_1;23.99;0.00;10.49;CarA;104.80;37.59
145.00;0.00;veh8;L16_0;32.61;0.00;11.81;CarA;108.00;46.21
145.00;270.00;veh9;L1_0;76.00;0.00;10.56;CarA;-80.00;108.00
146.00;180.00;veh1;L15_1;45.90;0.00;12.22;CarA;95.20;40.50
146.00;270.00;veh10;L13_0;49.11;0.00;14.42;CarA;37.29;8.00
146.00;90.00;veh11;L18_1;44.98;0.00;13.87;CarA;158.58;-4.80
146.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
146.00;98.88;veh13;:6_8_0;4.00;0.00;6.93;CarB;90.16;90.87
146.00;90.00;veh14;L12_0;68.65;0.00;5.39;CarB;72.65;92.00
146.00;90.00;veh15;L5_0;15.86;0.00;12.01;CarB;219.86;-8.00
146.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
146.00;90.00;veh17;L14_2;81.37;0.00;0.05;CarB;85.37;-1.60
146.00;270.00;veh18;L17_2;81.40;0.00;0.00;CarB;114.60;1.60
146.00;180.00;veh2;L15_0;19.13;0.00;10.83;CarA;92.00;67.27
146.00;90.00;veh4;L10_0;44.03;0.00;13.20;CarA;157.63;92.00
146.00;329.04;veh5;:6_6_0;13.62;0.00;8.27;CarA;100.82;99.16
146.00;0.00;veh7;L16_1;35.98;0.00;11.99;CarA;104.80;49.58
146.00;0.00;veh8;L16_0;45.43;0.00;12.82;CarA;108.00;59.03
146.00;270.00;veh9;L1_0;87.20;0.00;11.20;CarA;-91.20;108.00
147.00;180.00;veh1;L15_1;58.17;0.00;12.27;CarA;95.20;28.23
147.00;270.00;veh10;L13_0;63.54;0.00;14.44;CarA;22.86;8.00
147.00;90.00;veh11;L18_1;58.30;0.00;13.32;CarA;171.90;-4.80
147.00;90.00;veh12;L12_1;81.40;0.00;0.00;CarB;85.40;95.20
147.00;142.62;veh13;L15_1;2.26;0.00;7.29;CarB;95.20;84.14
147.00;90.00;veh14;L12_0;75.00;0.00;6.35;CarB;79.00;92.00
147.00;90.00;veh15;L5_0;27.77;0.00;11.92;CarB;231.77;-8.00
147.00;90.00;veh16;L14_1;81.40;0.00;0.00;CarB;85.40;-4.80
